UserID,Username,CuisineType,DietType,IngredientList,Protein,Carbohydrates,Fats,Fiber,Sugars,Saturated Fats,Trans Fats,Omega-3,Omega-6,Cholesterol,Calcium,Iron,Magnesium,Potassium,Sodium,Zinc,Vitamin C,Vitamin D,Vitamin B12,Folate,RecipeName,Instructions,HealthInfo,PreparationTimeMinutes,ConditionTag,Flavor Profile,Estimated Cost (USD)
5,User90,American,Gluten-Free,"capsicum, olive oil, ginger, green chili, Butter (1 tbsp); Chicken (200g); Potatoes (2 pieces); Lentils (1 cup); Olive Oil (2 tbsp)",35.38,65.98,54.63,71.53,65.23,18.84,31.61,31.34,5.96,32.74,22.89,64.06,63.97,57.73,99.42,10.12,89.79,36.54,46.08,30.02,Vegan Delight (Express Edition),"To make Vegan Delight, mix Butter, Chicken, Potatoes, Lentils, Olive Oil, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),15,Heart Disease,Spicy,3.36
18,User91,Mexican,Gluten-Free,"garlic, soy sauce, tomato, salt, Potatoes (2 pieces); Beef (200g); Rice (1 cup); Lentils (1 cup); Cheese (50g)",75.13,15.18,52.95,56.14,96.9,72.88,45.67,59.67,89.25,57.23,9.65,45.55,81.98,45.99,98.59,96.59,79.27,67.16,49.65,3.8,Vegan Delight (Express Edition),"To make Vegan Delight, mix Potatoes, Beef, Rice, Lentils, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Boosts Immunity due to high Vitamin C. (NIH),16,Heart Disease,Savory,2.75
42,User92,Italian,Balanced,"onion, mint, Beef (200g); Butter (1 tbsp); Nuts (30g); Rice (1 cup); Avocado (1 piece); Olive Oil (2 tbsp); Pasta (1 cup); Cheese (50g), black pepper",32.59,14.02,40.8,16.52,46.7,80.12,63.37,39.82,44.28,48.72,70.65,65.61,63.25,46.82,44.53,52.72,55.76,43.3,48.87,22.43,Vegan Delight (Home Chef Special),"To make Vegan Delight, mix Beef, Butter, Nuts, Rice, Avocado, Olive Oil, Pasta, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,20,Heart Disease,Spicy,2.92
86,User93,Japanese,Gluten-Free,"capsicum, Rice (1 cup); Tofu (150g); Lentils (1 cup); Beef (200g); Chicken (200g); Pasta (1 cup), olive oil, soy sauce, onion",61.9,50.74,68.7,95.4,42.79,64.28,99.37,67.04,85.13,43.25,17.86,17.29,70.05,23.13,80.58,74.24,5.57,0.98,60.33,55.94,Healthy Chicken Bowl (Home Chef Special),"To make Healthy Chicken Bowl, mix Rice, Tofu, Lentils, Beef, Chicken, Pasta, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),17,Heart Disease,Savory,3.43
40,User94,American,Balanced,"garlic, Fish (250g); Tofu (150g); Potatoes (2 pieces); Nuts (30g); Pasta (1 cup), turmeric, green chili, cumin, lemon juice",68.64,65.84,24.94,54.86,6.96,41.47,74.02,23.79,35.88,92.33,55.78,2.35,42.71,18.94,26.22,12.64,86.55,33.73,76.55,62.59,Spicy Lentil Curry (Express Edition),"To make Spicy Lentil Curry, mix Fish, Tofu, Potatoes, Nuts, Pasta, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Boosts Immunity due to high Vitamin C. (NIH),19,Heart Disease,Spicy,3.72
59,User95,French,Keto,"Fish (250g); Cheese (50g); Tofu (150g); Lentils (1 cup); Butter (1 tbsp); Avocado (1 piece); Beef (200g), salt, coriander, turmeric",93,62.7,64.82,70.16,92.48,42.51,14.77,23.64,79.03,17.59,85.66,81.34,66.03,81.53,60.2,2.73,49.53,17.99,80.21,86.24,Healthy Chicken Bowl (Express Edition),"To make Healthy Chicken Bowl, mix Fish, Cheese, Tofu, Lentils, Butter, Avocado, Beef, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,13,Heart Disease,Neutral,3.07
31,User96,Italian,Balanced,"garlic, soy sauce, tomato, Quinoa (1 cup); Butter (1 tbsp); Olive Oil (2 tbsp); Avocado (1 piece); Potatoes (2 pieces); Tofu (150g); Lentils (1 cup); Fish (250g), black pepper, onion",82.32,0.88,3.05,40.02,1.43,21.51,7.19,52.48,71.71,76.6,74.55,23.89,65.22,73.97,11.91,87.39,84.12,97.52,36.96,58.28,Spicy Lentil Curry (Home Chef Special),"To make Spicy Lentil Curry, mix Quinoa, Butter, Olive Oil, Avocado, Potatoes, Tofu, Lentils, Fish, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),15,Heart Disease,Spicy,3.33
94,User97,Mexican,Paleo,"capsicum, tomato, ginger, onion, Fish (250g); Chicken (200g); Tofu (150g); Quinoa (1 cup); Olive Oil (2 tbsp); Potatoes (2 pieces)",80.63,41.14,51.36,22.58,94.06,30.01,58.24,93.42,81.3,70.09,67.46,37.12,51.27,54.3,59.14,72.19,15.61,71.05,9.65,7.74,Avocado Pasta (Express Edition),"To make Avocado Pasta, mix Fish, Chicken, Tofu, Quinoa, Olive Oil, Potatoes, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),19,Heart Disease,Neutral,3.33
87,User98,Thai,Balanced,"olive oil, ginger, Beef (200g); Bread (2 slices); Butter (1 tbsp); Cheese (50g); Pasta (1 cup); Tofu (150g), cumin, butter",18.81,99.46,68.93,71.77,45.93,1.11,4.34,6.83,45.49,25.41,60.98,36.56,17.11,12.97,58.07,86.29,6.18,47.88,55.77,6.53,Healthy Chicken Bowl (Express Edition),"To make Healthy Chicken Bowl, mix Beef, Bread, Butter, Cheese, Pasta, Tofu, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content.,14,Heart Disease,Neutral,2.7
64,User99,American,Vegetarian,"chili flakes, Lentils (1 cup); Butter (1 tbsp); Cheese (50g); Fish (250g); Chicken (200g); Pasta (1 cup), coriander, tomato",22.07,75.46,96.15,56.13,28.38,69.9,6.87,36,97.18,83.97,90.94,92.74,42.66,89.32,65.51,24.36,17.43,84.62,67.58,99.61,Beef Quinoa Power Bowl (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Lentils, Butter, Cheese, Fish, Chicken, Pasta, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content.,21,Heart Disease,Spicy,2.49
68,User100,Japanese,Vegan,"green chili, Butter (1 tbsp); Tofu (150g); Pasta (1 cup); Avocado (1 piece); Lentils (1 cup), onion, cumin, carrot, yogurt",97.83,33.09,62.3,10.69,54.3,29.58,17.02,37.76,76.36,45.67,28.96,78.31,56.02,62.6,19.76,17.19,52.05,91.44,42.39,13.07,Avocado Pasta (Express Edition),"To make Avocado Pasta, mix Butter, Tofu, Pasta, Avocado, Lentils, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,14,Heart Disease,Spicy,3.73
101,User101,Indian,Gluten-Free,"mint, olive oil, green chili, onion, Quinoa (1 cup); Rice (1 cup); Pasta (1 cup); Avocado (1 piece); Olive Oil (2 tbsp); Lentils (1 cup); Chicken (200g)",49.75,98.37,98.7,75.36,16.02,70.07,16.78,78.68,65.19,58.79,15.48,89.3,72.72,96.71,3.59,92.67,86.85,30.02,90.68,4.92,Spicy Lentil Curry,"To make Vegan Delight, mix Nuts, Fish, Lentils, Cheese, Chicken, Potatoes, Butter, Avocado, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),14,Heart Disease,Spicy,2.28
102,User102,Japanese,Gluten-Free,"Nuts (30g); Fish (250g); Lentils (1 cup); Potatoes (2 pieces); Pasta (1 cup), garlic, onion, black pepper",85.18,25.93,33.36,24.61,37.62,26.83,8.51,40.86,8.6,85.8,60.98,24.02,44.63,20.43,62.21,70.38,66.61,4.35,2.87,84.68,Spicy Lentil Curry,"To make Healthy Chicken Bowl, mix Olive Oil, Butter, Beef, Lentils, Avocado, Rice, Fish, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),16,Heart Disease,Bland,2.92
103,User103,Thai,Low-Carb,"soy sauce, coriander, Fish (250g); Quinoa (1 cup); Nuts (30g); Potatoes (2 pieces); Tofu (150g), salt, carrot",21.36,6.64,34.33,23.79,45.06,67.14,84.77,23.24,45.49,57.75,9.27,17.29,29.45,11.43,36.02,11.09,87.75,27.1,93.38,31.32,Spicy Lentil Curry (Express Edition),"To make Healthy Chicken Bowl, mix Bread, Lentils, Fish, Quinoa, Tofu, Nuts, Pasta, Avocado, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),12,Heart Disease,Bland,2.89
104,User104,Italian,Paleo,"turmeric, Quinoa (1 cup); Cheese (50g); Bread (2 slices); Fish (250g); Lentils (1 cup), green chili, onion, butter",22.07,26.04,66.32,27.62,95.55,31.23,7.19,61.58,45.82,90.86,53.06,54.36,59.61,22.56,49.86,3.78,44.6,80.1,34.77,30.57,Vegan Delight (Express Edition),"To make Beef Quinoa Power Bowl, mix Beef, Tofu, Chicken, Butter, Potatoes, Nuts, Lentils, cook for 30 mins.",Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,12,Heart Disease,Neutral,3.79
105,User105,Italian,Keto,"mint, green chili, chili flakes, lemon juice, Rice (1 cup); Nuts (30g); Beef (200g); Cheese (50g); Quinoa (1 cup); Tofu (150g)",40.67,98.37,96.15,56.5,16.02,31.86,31.85,36,64.54,23.45,85.66,19.7,25.52,62.43,44.18,52.29,17.43,75.92,9.7,58.28,Healthy Chicken Bowl (Home Chef Special),"To make Spicy Lentil Curry, mix Rice, Beef, Olive Oil, Lentils, Nuts, Butter, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Good for Skin and Hair Health due to healthy fats.,17,Heart Disease,Spicy,2.49
106,User106,Mexican,Balanced,"Fish (250g); Avocado (1 piece); Tofu (150g); Quinoa (1 cup); Lentils (1 cup); Olive Oil (2 tbsp), coriander, turmeric, yogurt",95.54,64.99,82.45,14.42,42.27,26.5,14.77,52.33,84.52,36,55.1,19.7,91.16,3.74,90.94,3.78,54.98,46.17,41.72,80.42,Avocado Pasta (Home Chef Special),"To make Healthy Chicken Bowl, mix Nuts, Fish, Lentils, Potatoes, Pasta, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats.,22,Heart Disease,Spicy,3.05
107,User107,Indian,Vegetarian,"onion, mint, Beef (200g); Butter (1 tbsp); Nuts (30g); Rice (1 cup); Avocado (1 piece); Olive Oil (2 tbsp); Pasta (1 cup); Cheese (50g), black pepper",5.7,32.31,11.47,66.07,25.06,19.59,46.95,78.05,14.43,19.45,17.23,79.33,11.62,84.21,43.45,12.73,79.45,82.42,9.65,72.12,Spicy Lentil Curry,"To make Spicy Lentil Curry, mix Cheese, Beef, Rice, Olive Oil, Quinoa, Potatoes, Nuts, Tofu, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),21,Heart Disease,Spicy,2.92
108,User108,Italian,Paleo,"olive oil, tomato, cumin, carrot, Butter (1 tbsp); Fish (250g); Pasta (1 cup); Quinoa (1 cup); Chicken (200g); Bread (2 slices); Avocado (1 piece); Rice (1 cup)",44.98,36.54,73.94,56.13,77.39,26.05,6.91,30.88,55.79,37.06,26.42,54.7,4.79,7.12,4.73,20.3,30.14,77.16,76.55,53.71,Avocado Pasta (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Beef, Lentils, Butter, Potatoes, Fish, Quinoa, Olive Oil, Nuts, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,13,Heart Disease,Savory,2.83
109,User109,Italian,Gluten-Free,"Cheese (50g); Lentils (1 cup); Avocado (1 piece); Quinoa (1 cup); Olive Oil (2 tbsp); Beef (200g); Nuts (30g), soy sauce, turmeric, green chili, onion, carrot",68.64,99.46,48.11,72.1,65.81,26.05,16.15,62.49,8.6,93.93,88.33,62.16,12.84,25.91,24.81,77.35,31.91,78.03,55.77,64.02,Avocado Pasta (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Rice, Bread, Beef, Nuts, Fish, Olive Oil, Avocado, Cheese, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats.,16,Heart Disease,Spicy,3.38
110,User110,Japanese,Balanced,"capsicum, mint, olive oil, coriander, Cheese (50g); Avocado (1 piece); Bread (2 slices); Beef (200g); Fish (250g); Potatoes (2 pieces); Butter (1 tbsp)",69.18,24.52,48.11,9.81,28.38,28.37,24.51,55.02,21.38,84.74,5.03,9.36,86.38,62.6,52.67,10.12,93.02,34.49,96.27,30.92,Beef Quinoa Power Bowl (Home Chef Special),"To make Healthy Chicken Bowl, mix Cheese, Tofu, Beef, Potatoes, Chicken, Lentils, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats.,16,Heart Disease,Spicy,3.38
111,User111,Mexican,Vegetarian,"Rice (1 cup); Nuts (30g); Pasta (1 cup); Beef (200g); Tofu (150g); Quinoa (1 cup), ginger, black pepper, cumin, lemon juice, butter",5.45,64.99,39.94,60.27,27.69,91.16,63.25,40.25,45.82,45.69,54.84,2.35,66.01,23.13,16.83,30.68,15.61,63.62,37.36,32.35,Spicy Lentil Curry,"To make Avocado Pasta, mix Quinoa, Cheese, Chicken, Lentils, Olive Oil, cook for 30 mins.",Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),16,Heart Disease,Bland,2.65
112,User112,Mexican,Balanced,"capsicum, soy sauce, ginger, Olive Oil (2 tbsp); Fish (250g); Avocado (1 piece); Rice (1 cup); Quinoa (1 cup); Pasta (1 cup); Beef (200g), yogurt",57.86,74.69,12.21,96.61,7.07,33.58,16.15,11.98,32.22,25.19,54.07,74.65,29.02,6.59,21.89,74.24,13.53,25.75,54.89,22.43,Beef Quinoa Power Bowl (Express Edition),"To make Avocado Pasta, mix Olive Oil, Chicken, Tofu, Potatoes, Butter, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),14,Heart Disease,Spicy,2.66
113,User113,Chinese,Balanced,"garlic, ginger, soy sauce, Fish (250g); Quinoa (1 cup); Beef (200g); Nuts (30g); Lentils (1 cup); Tofu (150g)",21.36,96.25,69.17,21,94.06,88.03,31.85,64.35,71.71,25.23,65.54,15.15,65.22,47.34,25.85,54.08,47.45,46.61,46.08,64.02,Avocado Pasta (Home Chef Special),"To make Vegan Delight, mix Beef, Lentils, Cheese, Quinoa, Potatoes, Chicken, Olive Oil, Butter, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),18,Heart Disease,Spicy,3.05
114,User114,Mexican,Vegan,"Fish (250g); Cheese (50g); Tofu (150g); Lentils (1 cup); Butter (1 tbsp); Avocado (1 piece); Beef (200g), salt, coriander, turmeric",72.15,67.39,76.99,36.87,36.54,25.9,22.04,87.05,8.6,25.19,27.12,81.31,56.03,20.43,86.21,23.5,98.87,30.19,95.06,87.01,Healthy Chicken Bowl (Home Chef Special),"To make Spicy Lentil Curry, mix Cheese, Beef, Rice, Potatoes, Lentils, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH),16,Heart Disease,Tangy,2.14
115,User115,Japanese,Gluten-Free,"green chili, Butter (1 tbsp); Tofu (150g); Pasta (1 cup); Avocado (1 piece); Lentils (1 cup), onion, cumin, carrot, yogurt",24.59,32.31,87.1,16.52,2.33,26.05,27.6,82.67,17.56,93.93,84.14,78.02,4.79,86.49,78.07,96.25,54.98,77.54,9.7,80.28,Avocado Pasta,"To make Spicy Lentil Curry, mix Bread, Beef, Quinoa, Pasta, Chicken, Lentils, Olive Oil, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content.,22,Heart Disease,Tangy,3.1
116,User116,Mexican,Balanced,"soy sauce, chili flakes, Beef (200g); Nuts (30g); Tofu (150g); Bread (2 slices); Lentils (1 cup); Potatoes (2 pieces); Chicken (200g); Butter (1 tbsp), onion, salt, butter",59.7,87.84,76.99,49.98,6.96,85.81,32.76,19.15,45.82,97.45,72.6,77.21,33.08,38.55,94.64,62.52,25.47,41.77,47.96,75.38,Healthy Chicken Bowl (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Lentils, Potatoes, Pasta, Nuts, Tofu, Olive Oil, Rice, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),18,Heart Disease,Spicy,2.66
117,User117,Japanese,Low-Carb,"capsicum, olive oil, ginger, green chili, Butter (1 tbsp); Chicken (200g); Potatoes (2 pieces); Lentils (1 cup); Olive Oil (2 tbsp)",59.7,98.37,46.51,37.32,58.88,83.1,58.24,74.79,47.73,25.31,54.84,62.16,11.67,73.33,54.85,45.35,25.47,65.33,82.29,21.65,Healthy Chicken Bowl (Express Edition),"To make Beef Quinoa Power Bowl, mix Lentils, Potatoes, Pasta, Nuts, Tofu, Olive Oil, Rice, cook for 30 mins.",Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,16,Heart Disease,Spicy,2.92
118,User118,Mexican,High-Protein,"Beef (200g); Lentils (1 cup); Potatoes (2 pieces); Rice (1 cup); Tofu (150g); Pasta (1 cup); Avocado (1 piece); Olive Oil (2 tbsp), capsicum, mint, yogurt",89.86,32.31,39.6,90.98,33.4,6.17,59.7,25.76,55.79,25.41,23.79,22.46,59.57,18.94,12.09,99.7,6.18,77.52,42.39,4.22,Vegan Delight (Home Chef Special),"To make Avocado Pasta, mix Fish, Chicken, Tofu, Quinoa, Olive Oil, Potatoes, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),18,Heart Disease,Spicy,3.89
119,User119,French,Balanced,"salt, coriander, Quinoa (1 cup); Cheese (50g); Chicken (200g); Lentils (1 cup); Olive Oil (2 tbsp), cumin",94.32,25.93,35.27,55.07,59.46,48.06,40.38,34.71,8.6,76.6,24.22,24.02,11.62,23.85,19.76,43.58,39.26,7.97,84.85,53.71,Healthy Chicken Bowl (Home Chef Special),"To make Avocado Pasta, mix Butter, Tofu, Pasta, Avocado, Lentils, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,14,Heart Disease,Savory,3.79
